,event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp,population_1km,population_2km,population_5km,population_best,communal
16155,IND70386,25-Jan-20,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (India),BJP: Bharatiya Janata Party,6,,,0,60,,356,South Asia,India,Jharkhand,Ranchi,Nagri,Ranchi,23.3432,85.3094,1,Telegraph (India); Asian News International,National,"On 25 January 2020, around 250 BJP workers staged a day-long silent protest outside Raj Bhawan in Ranchi (Ranchi, Jharkhand) against the killing of seven villagers, allegedly by the supporters of the Pathalgarhi movement, in Chaibasa region.",0,crowd size=around 250,1649276881,60053,161543,373088,60053,0
16160,IND70533,25-Jan-20,2020,1,Political violence,Violence against civilians,Attack,Unidentified Communal Militia (India),,4,Civilians (India),Government of India (2014-),7,47,Civilian targeting,356,South Asia,India,Rajasthan,Alwar,Thanagazi,Sariska,27.3918,76.3725,1,Times of India,National,"On 25 January 2020, villagers armed with sticks and axes attacked forest rangers at Sariska tiger reserve in Sariska (Alwar, Rajasthan) for not letting their cattle graze inside the reserve. The officials managed to run away.",0,,1649276881,3774,5613,9453,5613,0
16162,IND70662,25-Jan-20,2020,1,Demonstrations,Protests,Protest with intervention,Protesters (India),,6,Police Forces of India (2014-),,1,16,,356,South Asia,India,Karnataka,Bengaluru Urban,Bengaluru North,Bengaluru,12.9719,77.5936,1,Indian Express,National,"On 25 January 2020, around 100 people gathered in Bengaluru city (Bengaluru, KN) to exercise their right to protest. Protesters claimed the police grabbed and pushed them and used swear words.",0,crowd size=around 100,1649281757,156230,507728,2683820,156230,0
16163,IND70660,25-Jan-20,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (India),,6,,,0,60,,356,South Asia,India,Karnataka,Bengaluru Urban,Bengaluru North,Bengaluru,12.9719,77.5936,1,Times of India; Hans India,National,"On 25 January 2020, hundreds of protesters participated in a protest in Bengaluru city (Bengaluru, KN) in the wake of the death of a 19 year old manual scavenger.",0,crowd size=hundreds,1649281757,156230,507728,2683820,156230,0
16189,IND70086,25-Jan-20,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (India),Dal Khalsa; SAD: Shiromani Akali Dal,6,,,0,60,,356,South Asia,India,Punjab,Sangrur,Sangrur,Sangrur,30.245,75.8448,1,Amar Ujala,National,"On 25 January 2020, protests were held by members of the Dal Khalsa and the SAD (A) as part of the Punjab Bandh, in Sangrur city (Punjab), against the Citizenship (Amendment) Act, 2019 (CAA) and NRC.",0,crowd size=no report,1702343430,10003,28611,48036,10003,0
16191,IND70082,25-Jan-20,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (India),Dal Khalsa; SAD: Shiromani Akali Dal,6,,,0,60,,356,South Asia,India,Punjab,Amritsar,Amritsar-II,Amritsar,31.6344,74.8728,1,Amar Ujala,National,"On 25 January 2020, protests were held by members of the Dal Khalsa and the SAD (A) as part of the Punjab Bandh, in Amritsar city (Punjab), against the Citizenship (Amendment) Act, 2019 (CAA) and NRC.",0,crowd size=no report,1702343430,22436,98967,251246,22436,0
16200,IND70171,25-Jan-20,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (India),Students (India); AASU: All Assam Students' Union,6,,,0,60,,356,South Asia,India,Assam,Barpeta,Baghbor,Nagarbera,26.1068,90.9931,1,Sentinel (India); Telegraph (India),Subnational-National,"On 25 January 2020, activists of AASU showed black flags to Guwahati Member of Parliament P. Queen Oja in Nagarbera (Kamrup district, Assam) in protest against the Citizenship (Amendment) Act, 2019 (CAA) when she came to take part in a bridge foundation-stone laying ceremony.",0,crowd size=no report,1715128049,911,3332,35966,911,0
16202,IND70669,25-Jan-20,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (India),Muslim Group (India); TNTJ: Tamil Nadu Towheed Jamaath,6,,,0,60,,356,South Asia,India,Tamil Nadu,Pudukkottai,Pudukkottai,Pudukkottai,10.3812,78.8214,1,The Hindu,National,"On 25 January 2020, people took out a protest in Pudukottai town (Pudukottai, TN) against the Citizenship (Amendment) Act, 2019 (CAA) led by the TNTJ.",0,crowd size=no report,1715131159,13158,34899,68293,13158,0
16219,IND70368,24-Jan-20,2020,1,Political violence,Violence against civilians,Attack,CPI (Maoist): Communist Party of India (Maoist),,2,Civilians (India),Labor Group (India),7,27,Civilian targeting,356,South Asia,India,Jharkhand,Bokaro,Gumia,Gumia,23.8091,85.8242,2,Telegraph (India); Asian News International; South Asia Terrorism Portal,Other-National,"On 24 January 2020, cadres of Communist Party of India-Maoist (CPI-Maoist) shot dead a worker in Tuti Jharna village under Gumia Police Station limits (Bokaro, Jharkhand) and set ablaze a JCB machine, one tractor and one motorcycle engaged in road construction work near the contractor's camp and assaulted labourers, allegedly to intimidate the contractor who was building the road.",1,,1649276881,4072,14290,29578,29578,0
16230,IND70196,24-Jan-20,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (India),Students (India); Women (India); Labor Group (India),6,,,0,60,,356,South Asia,India,Assam,Tinsukia,Sadiya,Sadiya,27.831,95.6682,1,Telegraph (India),National,"On 24 January 2020, protesters including students, women, unemployed youths, flood victims, the landless and the homeless staged a rally at Sadiya (Tinsukia district, Assam) against the Citizenship (Amendment) Act, 2019 (CAA) including flood, erosion, loss of land, education, unemployment, roads and electricity, among others.",0,crowd size=no report,1680633755,1061,3788,9254,1061,0
16238,IND70516,24-Jan-20,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (India),Women (India),6,,,0,60,,356,South Asia,India,Bihar,Nalanda,Bihar,Bihar Sharif,25.2008,85.5238,2,The Hindu,National,"On 24 January 2020, women and children held a protest in Nalanda district (Bihar) against the Citizenship (Amendment) Act, 2019 (CAA) and National Register of Citizens (NRC).",0,crowd size=no report,1680633758,48673,164249,250756,48673,0
16239,IND70517,24-Jan-20,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (India),Women (India),6,,,0,60,,356,South Asia,India,Bihar,Darbhanga,Darbhanga,Darbhanga,26.1797,85.892,2,The Hindu,National,"On 24 January 2020, women and children held a protest in Darbhanga district (Bihar) against the Citizenship (Amendment) Act, 2019 (CAA) and National Register of Citizens (NRC).",0,crowd size=no report,1680633758,22791,51774,128070,22791,0
16246,IND70378,24-Jan-20,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (India),VBA: Vanchit Bahujan Aghadi,6,,,0,60,,356,South Asia,India,Maharashtra,Mumbai Suburban,Mumbai Suburban,Mulund,19.1756,72.9482,1,Times of India,National,"On 24 January 2020, a protest took place in Mulund (Mumbai Suburban, Maharashtra) during the shutdown called by Vanchit Bahujan Aghadi (VBA) across Maharashtra against the Citizenship (Amendment) Act, 2019 (CAA) and National Register of Citizens (NRC).",0,crowd size=no report,1680633760,93138,351942,529263,93138,0
16259,IND70502,24-Jan-20,2020,2,Demonstrations,Protests,Peaceful protest,Protesters (India),Shiv Sena,6,,,0,60,,356,South Asia,India,Jammu and Kashmir,Rajouri,Sunderbani,Sunderbani,33.0495,74.4881,1,Chandigarh Tribune,National,"As reported on 24 January 2020, Shiv Sena protested at Sunderbani (Rajouri district, J&K) against revenue and forest officials for encroachment upon traditionally owned land.",0,crowd size=no report,1702343430,17438,36497,39274,17438,0
16260,IND70739,24-Jan-20,2020,1,Political violence,Violence against civilians,Sexual violence,Unidentified Armed Group (India),,3,Civilians (India),Dalit Caste Group (India); Women (India),7,37,Civilian targeting,356,South Asia,India,Haryana,Panipat,Panipat,Panipat,29.3874,76.9682,1,Chandigarh Tribune,National,"On 24 January 2020, a 15 year old Dalit girl was gang-raped in a moving car by two youths in Panipat (Haryana).",0,women targeted: girls,1702343430,70662,151281,283804,151281,0
16264,IND70133,24-Jan-20,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (India),Labor Group (India); PMU: Pendu Mazdoor Union,6,,,0,60,,356,South Asia,India,Punjab,Bathinda,Bathinda,Bathinda,30.2108,74.9452,1,Chandigarh Tribune,National,"On 24 January 2020, protests were held by members of the Pendu Khet Mazdoor Union, in Bathinda (Punjab), against state government's decision to provide village common land (shamlat) for industrial land banks.",0,crowd size=no report,1702343430,10611,28732,48836,10611,0
16273,IND70357,23-Jan-20,2020,1,Political violence,Riots,Mob violence,Rioters (India),,5,Private Security Forces (India),,8,58,,356,South Asia,India,Maharashtra,Aurangabad,Aurangabad,Aurangabad,19.8775,75.3422,1,Times of India,National,"On 23 January 2020, a mob of 60-70 people assaulted a security guard and damaged the doors and windows of Government Medical College and Hospital in Aurangabad (Aurangabad, Maharashtra), after learning that a patient of the hospital had passed away.",0,crowd size=60-70,1649276882,80747,219710,997830,219710,0
16274,IND70360,23-Jan-20,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (India),Labor Group (India),6,,,0,60,,356,South Asia,India,Bihar,Patna,Sampatchak,Patna,25.5941,85.1356,1,Times of India,National,"On 23 January 2020, around 80 engineering aspirants staged a protest and blocked the main gate of the Bihar Public Service Commission (BPSC) office in Patna (Patna, Bihar) over delay in declaration of results for the recruitment of assistant engineers in different government departments.",0,crowd size=around 80,1649276882,41584,134265,402056,41584,0
16293,IND70230,23-Jan-20,2020,1,Demonstrations,Protests,Protest with intervention,Protesters (India),Women (India),6,Police Forces of India (2014-),,1,16,,356,South Asia,India,Uttar Pradesh,Varanasi,Varanasi,Varanasi,25.3166,83.0104,1,Indo-Asian News Service,International,"On 23 January 2020, police intervened in protests held by women, at the Benia Bagh ground in Varanasi (UP), against the Citizenship (Amendment) Act, 2019 (CAA) and NRC.",0,crowd size=no report,1680633749,67160,207150,974270,67160,0
16298,IND70359,23-Jan-20,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (India),Lawyers (India); Health Workers (India); Teachers (India),6,,,0,60,,356,South Asia,India,Maharashtra,Nagpur,Nagpur,Nagpur,21.1463,79.0849,1,Times of India,National,"On 23 January 2020, lawyers, professors, doctors and other residents held a protest in Nagpur (Nagpur, Maharashtra) against the Citizenship (Amendment) Act, 2019 (CAA) and National Register of Citizens (NRC).",0,crowd size=no report,1680633762,96648,139333,379712,96648,0
16311,IND70165,23-Jan-20,2020,1,Demonstrations,Protests,Protest with intervention,Protesters (India),Students (India),6,Police Forces of India (2014-),,1,16,,356,South Asia,India,Uttar Pradesh,Aligarh,Koil,Aligarh,27.8814,78.0746,1,Asian News International,National,"On 23 January 2020, police intervened in protests held by students of AMU, in Aligarh (UP), against the Citizenship (Amendment) Act, 2019 (CAA) and NRC. Around 150 FIRs were filed against the protesters.",0,crowd size=around 150,1715717051,25996,173685,590410,25996,0
16314,IND70512,22-Jan-20,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (India),,6,,,0,60,,356,South Asia,India,Odisha,Jagatsinghapur,Ersama,Ersama,20.2018,86.4005,1,New Indian Express,Subnational,"On 22 January 2020, residents of Kimolo staged a dharna outside the panchayat in Erasama (Jagatsinghapur, Odisha) to protest a proposed prawn processing unit in the village in close proximity to their settlements, worried it would pollute their area.",0,crowd size=no report,1649276882,1055,1372,1704,1055,0
16321,IND70155,22-Jan-20,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (India),Students (India),6,,,0,60,,356,South Asia,India,Punjab,Patiala,Patiala,Patiala,30.3362,76.3922,1,Hindustan Times,National,"On 22 January 2020, protests were held by students under the banner of Secular Youth Federation of India, at Punjabi University in Patiala, against the authorities failure to provide good quality and hygienic food in the university canteen.",0,crowd size=no report,1650490637,34336,93042,295169,34336,0
16330,IND70442,22-Jan-20,2020,1,Political violence,Riots,Mob violence,Rioters (India),BJP: Bharatiya Janata Party,5,Rioters (India),BRS: Bharat Rashtra Samithi,5,55,,356,South Asia,India,Telangana,Rangareddy,Gandipet,Alkapur,17.3876,78.3692,1,Times of India,National,"On 22 January 2020, rioters from BJP and TRS (presently known as BRS) clashed with each other in Alkapur town (Rangareddy, Telangana) during local municipal polls. Police intervened to break up the clashes.",0,crowd size=no report,1676994422,22455,40728,50627,40728,0
16342,IND70217,22-Jan-20,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (India),TMC: Trinamool Congress Party; GJM: Gorkha Janmukti Morcha; Government of India (2014-),6,,,0,60,,356,South Asia,India,West Bengal,Darjeeling,Darjeeling Pulbazar,Darjeeling,27.0362,88.262,1,Siliguri Times; Free Press Journal (India),Subnational-National,"On 22 January 2020, thousands of people including members of Gorkha Janmukti Morcha (GJM) took part in a rally led by West Bengal Chief Minister Mamata Banerjee in Darjeeling city (West Bengal) protesting against Citizenship (Amendment) Act, 2019 (CAA) and NRC.",0,crowd size=thousands,1680633730,80129,75426,71663,80129,0
16346,IND70210,22-Jan-20,2020,1,Political violence,Riots,Mob violence,Rioters (India),,5,,,0,50,,356,South Asia,India,West Bengal,Birbhum,Mayureswar-I,Mallarpur,24.0837,87.7099,1,Telegraph (India),National,"On 22 January 2020, around 1,000 villagers, mostly women, vandalised and set afire the house of an NGO worker in Mallarpur (Birbhum district, West Bengal) following a rumor that the NGO worker had collected documents and data relating to Citizenship (Amendment) Act, 2019 (CAA) and NRC.",0,"crowd size=around 1,000",1680633754,4376,18541,57612,18541,0
16400,IND70435,21-Jan-20,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (India),TDP: Telugu Desam Party,6,,,0,60,,356,South Asia,India,Andhra Pradesh,Chittoor,Tirupati,Tirupati,13.6355,79.4198,1,The Hindu,National,"On 21 January 2020, activists of TDP held a demonstration in Tirupati city (Chittoor, AP) blocking the Chennai-Bengaluru highway over the attempts to arrest the TDP district president.",0,crowd size=no report,1650490637,45796,142652,219437,45796,0
16406,IND70097,21-Jan-20,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (India),INC: Indian National Congress,6,,,0,60,,356,South Asia,India,Assam,Jorhat,Jorhat West,Jorhat,26.7456,94.2045,1,Sentinel (India); Telegraph (India); Time8; Northeast Now,Subnational-National,"On 21 January 2020, hundreds of protesters led by activists of Assam Pradesh Congress Committee (APCC) in association with the Jorhat district Congress committee staged rally at the streets of Jorhat (Assam) in protest against the Citizenship (Amendment) Act, 2019 (CAA). Members of Sanmilita Lachit Sena Asom also tonsured their heads and demonstrated in front of the Deputy Commissioner's office in Jorhat (Assam) protesting against the Citizenship (Amendment) Act, 2019 (CAA).",0,crowd size=hundreds,1680633730,5046,27807,34755,5046,0
16436,IND70151,21-Jan-20,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (India),Students (India),6,,,0,60,,356,South Asia,India,Punjab,Amritsar,Amritsar-II,Amritsar,31.6344,74.8728,1,Chandigarh Tribune,National,"On 21 January 2020, protests were held by students, in front of Bhai Gurdas Library at Guru Nanak Dev University, Amrtisar (Punjab), against the Citizenship (Amendment) Act, 2019 (CAA) and NRC.",0,crowd size=no report,1702343430,22436,98967,251246,22436,0
